Compound_ID,SMILES,Sau_Mean_10uM,HepG2_Mean_10uM,HSkMC_Mean_10uM,IMR90_Mean_10uM,id
BRD-K57778238,C[C@H]1CCCCO[C@H](CN(C)S(=O)(=O)c2ccc(cc2)F)[C@@H](C)CN([C@H](C)CO)C(=O)c2cc(ccc2O1)NC(=O)C1CCCCC1,1.783690305,0.977513707,0.990188885,1.114284278,20722114
BRD-K77078495,COC[C@H]1CN(N1)C(=O)c1cccc(c1)OC,0.984971698,1.002486511,1.004730668,0.966467179,20782891
BRD-K42923471,CC(C)CC#Cc1ccc2c(c1)O[C@H](CN(C)C(=O)Cc1ccccn1)[C@H](C)CN([C@@H](C)CO)S2(=O)=O,1.065822813,0.986242886,1.002541853,1.007013967,20821110
BRD-K95875768,C[C@H]1CCCCO[C@H](CN(C)Cc2ccc(cc2)C(=O)O)[C@@H](C)CN([C@@H](C)CO)C(=O)c2cc(ccc2O1)NC(=O)Nc1ccc2c(c1)OCO2,0.971458816,1.007799012,1.000253145,1.065151789,20874736
BENZYL ISOTHIOCYANATE,S=C=NCc1ccccc1,0.875105,0.416018617,0.992299901,0.255204213,20961843
BRD-K30584954,C[C@H]1CCCCO[C@H](CN(C)C(=O)NC2CCCCC2)[C@@H](C)CN([C@@H](C)CO)C(=O)c2cc(ccc2O1)NS(=O)(=O)c1ccccc1,0.99887765,0.968994016,1.014652371,0.987059973,20973179
BRD-K08804913,C[C@@H]1CN([C@H](C)CO)C(=O)Cc2cc(ccc2O[C@H]1CN(C)S(=O)(=O)c1cccs1)NC(=O)C1CC1,1.034632077,0.988236498,1.056343878,0.878231362,20988339
BRD-K12789512,COc1ccc(cc1)NC(=O)Nc1ccc2c(c1)C(=O)N(C[C@H](C)[C@@H](CN(C)Cc1ccc(cc1)Oc1ccccc1)O2)[C@@H](C)CO,1.178933752,1.017635975,0.990526699,0.978991037,21078121
BRD-K11763666,COc1ccccc1NC(=O)N(C)C[C@H]1Oc2ncc(cc2C(=O)N(C[C@@H]1C)[C@H](C)CO)Br,0.935543753,0.993962144,0.974281701,1.005912515,21095553
BRD-K15356886,COc1oc(c(c1S(=O)(=O)c1ccc(cc1)Br)-c1ccc(cc1)Cl)C(=O)NC1CCCCC1,1.480676981,0.9887884,1.03287367,0.825878903,21185110
BRD-K20306420,COc1ccc(cc1)S(=O)(=O)Nc1ccc2c(c1)CC(=O)N(C[C@H](C)[C@H](CN(C)Cc1ccc(cc1)-c1ccccc1)O2)[C@H](C)CO,1.218974943,0.719339938,0.982963841,0.971593865,21234602
BRD-K04294335,C[C@@H]1CN([C@H](C)CO)C(=O)CCCn2cc(nn2)CO[C@H]1CN(C)C(=O)Nc1ccc(cc1)C(C)(C)C,1.05836214,1.00808852,0.998294514,1.001784163,21258014
BRD-K15799473,COc1ccc(cc1)CN(C)C[C@H]1OCCCC[C@H](C)Oc2ccc(cc2C(=O)N(C[C@H]1C)[C@H](C)CO)NS(=O)(=O)c1ccc(cc1)F,0.763918754,1.00373217,0.981429547,0.957002703,21437105
TADALAFIL,CN1CC(=O)N2C(Cc3c([nH]c4ccccc34)C2c2ccc3c(c2)OCO3)C1=O,0.896705,0.939184472,1.013256183,0.845886469,21592348
BRD-K70223435,COCC(=O)N(C)C[C@@H]1Oc2cc(ccc2S(=O)(=O)N(C[C@@H]1C)[C@H](C)CO)C#C[C@@H](C)O,1.102357744,1.014536696,1.046654823,0.942668533,21689163
BRD-K82115725,C/C=C/c1ccc2c(c1)O[C@@H](CN(C)Cc1ccc(cc1)C(=O)O)[C@H](C)CN([C@@H](C)CO)S2(=O)=O,1.251822253,1.049395721,1.025079633,1.023436876,21702613
BRD-K39449625,CNC(=O)CN(C#N)c1nc(cc(n1)C)C,0.919693395,1.001076102,1.010393049,0.969056176,21758622
BRD-K02947760,C[C@@H]1CCCCO[C@H](CN(C)C(=O)NC2CCCCC2)[C@H](C)CN([C@H](C)CO)C(=O)c2cc(ccc2O1)NS(=O)(=O)c1ccccc1,1.05716719,1.038000427,0.991868814,1.020236031,21794515
BRD-K27724001,C[C@@H]1CN([C@@H](C)CO)C(=O)Cc2cc(ccc2O[C@@H]1CN(C)S(=O)(=O)c1c(noc1C)C)NC(=O)Cc1ccccc1,0.942816289,1.004755519,1.005459894,1.047207807,21854351
BRD-K51971121,COc1ccccc1CNC(=O)C[C@H]1C[C@@H]2[C@@H](Oc3ccc(cc32)NC(=O)Nc2ccc(cc2)C(F)(F)F)[C@@H](CO)O1,0.935740845,0.966661116,0.996382735,1.005898916,21859429
BRD-K83057552,C[C@@H]1CN([C@H](C)CO)C(=O)c2cccc(c2O[C@@H]1CN(C)Cc1ccc(cc1)C(F)(F)F)NS(=O)(=O)C,0.787430604,1.044671101,1.010411677,0.964691019,22043314
BRD-K74564678,CCCNC(=O)Nc1ccc2c(c1)OC[C@@H](C)N(C[C@@H](C)[C@@H](CN(C)C2=O)OC)Cc1ccc(cc1)-c1ccccn1,1.028216475,1.040036712,0.975056293,1.015881334,22046565
BRD-K24982351,C[C@H]1CN([C@H](C)CO)C(=O)c2cc(ccc2O[C@@H]1CN(C)S(=O)(=O)c1ccccc1)NC(=O)Nc1c(noc1C)C,0.991201414,0.946145416,0.983833439,0.981363588,22110839
BRD-K26001353,C[C@@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(cc2O[C@H]1CN(C)C(=O)Cc1ccncc1)C#CC1(O)CCCC1,1.094060212,1.025872931,0.990810673,1.013283602,22229950
BRD-K03298230,COc1ccc(cc1)S(=O)(=O)Nc1ccc2c(c1)CC(=O)N(C[C@H](C)[C@@H](CN(C)S(=O)(=O)c1ccc(cc1)F)O2)[C@H](C)CO,0.963528171,1.014439643,0.991788787,0.995812037,22393938
BRD-K77771411,COc1nc(nc(c1NC1=NCCN1)Cl)C,1.00363112,0.939936867,0.999505441,1.007744484,22533958
BRD-K76960970,OC[C@H]1O[C@@H](CCNS(=O)(=O)c2ccccc2F)CC[C@@H]1NC(=O)CN1CCOCC1,0.927032244,1.046992555,1.030507826,0.927455095,22576405
BRD-K12294206,CN(C)CCCNC(=O)C[C@H]1CC[C@@H](NS(=O)(=O)c2ccccc2)[C@H](CO)O1,1.035068704,0.98516896,1.025094579,1.005207316,23121902
BRD-K32186984,COC(=O)c1cn(nn1)CC(=O)Nc1ccon1,1.016931491,1.02681996,1.009936061,0.808333195,23334852
BRD-K47969460,C[C@H]1CN([C@@H](C)CO)C(=O)CCCn2nncc2CO[C@H]1CN(C)S(=O)(=O)c1c(noc1C)C,0.930724155,1.021414429,0.997969076,1.052556274,23472512
SECNIDAZOLE,Cc1ncc([N+](=O)[O-])n1CC(C)O,0.933285,1.019249774,0.981658753,0.864196852,23494331
BRD-K07135888,CCNc1nc(nc(n1)C(=O)OCCO)NCC,0.896817887,0.890258689,0.978055208,1.017320652,23897714
BRD-K10573841,CC(C)CCCCCCCC/C=C/C(=O)N[C@@H]1[C@@H](O)[C@@H](O)[C@@H](C[C@@H](O)[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=CC(=O)NC2=O)O[C@H]1O[C@@H]1O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]1NC(=O)C,0.141809444,0.837212865,1.019782476,0.377165723,23923622
GALANGIN,O=c1c(O)c(-c2ccccc2)oc2cc(O)cc(O)c12,0.871805,0.997820621,0.968175524,0.915527811,24002299
OCTOPAMINE HYDROCHLORIDE,Cl.NCC(O)c1ccc(O)cc1,0.916815,1.117197486,0.992743496,1.013782157,24085511
BRD-A96071098,COC(=O)[C@]12CC[C@@H](C)[C@@H](C)[C@@H]2C2=CC[C@H]3[C@@]4(C)CC[C@@H](OC(=O)C)C(C)(C)[C@@H]4CC[C@@]3(C)[C@@]2(C)CC1,0.887300501,1.103680395,0.979905304,1.03131693,24318549
BRD-K00003238,COCCNCc1ccc(nc1)-c1cc2nccc(c2s1)Oc1ccc(cc1F)NC(=O)C1(CC1)C(=O)Nc1ccc(cc1)F,0.398646069,0.10334083,0.086946652,0.771869594,24422767
BRD-K63345683,C[C@@H]1CN([C@H](C)CO)C(=O)c2cc(cnc2O[C@H]1CN(C)C(=O)Nc1ccc(cc1)C(F)(F)F)-c1ccc(cc1)C#N,1.088045233,1.019279665,1.052927733,1.171675276,24471855
BRD-K12974237,CN1[C@H]2CC[C@H](CC(=O)NCc3ccc(cc3)-c3ccccc3)O[C@@H]2COc2ccc(cc2C1=O)NC(=O)Cc1cccs1,1.017726527,0.951824738,1.008825501,0.994064903,24519599
BRD-K50634850,OCc1ccco1,1.145702301,0.947829093,0.962868763,1.021525825,24732251
BRD-K71503783,C[C@@H]1CN([C@@H](C)CO)C(=O)c2cc(ccc2O[C@H]1CN(C)Cc1ccc(cc1)-c1ccccc1)NC(=O)C1CCCCC1,1.148399512,1.03989463,0.981799738,1.005408982,24745873
BRD-K01182353,OC(=O)c1cc(ccc1O)-n1cnnn1,0.966228622,1.062133782,0.974708063,0.953351731,24807903
BRD-K76891405,C[C@@H]1CN([C@H](C)CO)C(=O)Cc2cc(ccc2O[C@H]1CN(C)Cc1ccc(cc1)Oc1ccccc1)NC(=O)C1CC1,0.887563428,0.945385451,1.002268563,1.001905876,24809592
BRD-K30570423,CN1CCN(CC1)C(=O)[C@@H]1[C@@H](CO)[C@@H]2CN3C(=O)C=CC=C3[C@H]1N2S(=O)(=O)c1ccccc1F,0.885671655,0.986892175,1.019436675,1.01470672,24904038
BRD-K09391346,O[C@H]1COC[C@@H]2O[C@H](CC[C@H]2N(C1)S(=O)(=O)c1ccc(cc1)F)CC(=O)NCCN1CCCCC1,1.017658303,1.001970979,0.997738459,1.027629086,24958384
BRD-K22656684,C[C@H]1CCCCO[C@H](CN(C)S(=O)(=O)C)[C@@H](C)CN([C@H](C)CO)C(=O)c2cc(ccc2O1)NS(=O)(=O)c1ccccc1,0.99831956,1.022781001,1.007177048,1.022501554,25068840
BRD-K49100739,C[C@H]1CN([C@@H](C)CO)C(=O)Cc2cc(ccc2O[C@@H]1CN(C)C(=O)Nc1ccc(cc1)C(F)(F)F)NC(=O)Cn1cnnn1,0.9622204,0.985135691,0.998784917,0.999586283,25109697
BRD-K25785780,C[C@@H]1CCCCO[C@@H](CN(C)C(=O)C2CCCCC2)[C@H](C)CN([C@H](C)CO)C(=O)c2cc(ccc2O1)NS(=O)(=O)c1ccc(cc1)C,0.994244933,0.930633576,1.044413668,1.03885293,25168837
BRD-K34624563,COc1ccc(cc1)CN(C)C[C@@H]1OCCCC[C@H](C)Oc2ccc(cc2C(=O)N(C[C@H]1C)[C@@H](C)CO)NC(=O)Nc1ccc(cc1)C(F)(F)F,0.618207042,0.083804845,0.375667699,0.743437551,25242696
BRD-K31021370,COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H]2[C@@H](C)[C@@H](O)C[C@@H]21,0.903018262,0.977545641,0.980670002,1.06795198,25318214
BRD-K09767767,C[C@@H]1CN([C@H](C)CO)C(=O)Cc2cc(ccc2O[C@@H]1CN(C)Cc1ccc(cc1)C(F)(F)F)NC(=O)Nc1c(noc1C)C,0.541854282,0.963244229,0.991563071,0.989720082,25341428
BRD-K76980120,CC(C)(CCN1CCOCC1)NC(=O)C=C,0.971608941,1.04101698,0.987859631,1.01629282,25371601
BRD-K63842915,CO[C@@H]1CN(C)C(=O)c2ccc(cc2OC[C@@H](C)N(C[C@H]1C)C(=O)Nc1cccc(c1)Cl)NC(=O)Nc1c(noc1C)C,0.24549384,0.962012448,1.000117965,1.009768108,25373539
BRD-K33619654,COc1ccc(cc1)NC(=O)Nc1ccc2c(c1)C(=O)N(C[C@H](C)[C@H](CN(C)S(=O)(=O)c1cn(cn1)C)O2)[C@H](C)CO,0.909813315,1.063468943,1.010898503,1.021907452,25457403
BRD-K43905307,COc1ccc(cc1S(=O)(=O)NC(=O)/C=C/c1ccccc1Cc1ccc2ccccc2c1)Br,0.221742189,1.115653397,1.057915194,1.090944506,25531040
BRD-K57246187,OCCCOc1ccc(cc1)C1=N[C@@]2(Cc3ccccc3CN(Cc3ccccc3)C2=O)[C@@H](O1)c1ccccc1,1.602406459,0.708076286,0.341600341,0.744010402,25609860
BRD-K91795502,C[C@H]1CCCCO[C@@H](CN(C)Cc2ccc(cc2)C(F)(F)F)[C@@H](C)CN([C@H](C)CO)C(=O)c2cc(ccc2O1)NC(=O)Nc1ccc2c(c1)OCO2,1.143866741,0.975455773,1.023675152,0.923489086,25628663
BRD-K96944395,C[C@H]1CN([C@@H](C)CO)S(=O)(=O)c2ccc(cc2O[C@H]1CN(C)S(=O)(=O)c1ccccc1)C#Cc1ccncc1,1.131721084,0.679606864,0.974368681,0.943385294,25647306
"1,2alpha-EPOXYDEACETOXYDIHYDROGEDUNIN",CC1(C)C(=O)C2OC2C2(C)C1CC(O)C1(C)C2CCC2(C)C(c3ccoc3)OC(=O)C3OC321,1.1291,0.949992479,1.01488058,0.98673007,25715442
BRD-K17524560,O=C1CO[C@H]2CN(C[C@@H]2N1)c1ccccn1,1.069009087,0.985230155,1.023780861,1.021131924,25890975
MITOMYCIN,COC12C(COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1CC1NC12,0.188195,0.227213855,1.015811795,0.379416701,26242502
BRD-K87227553,C[C@@H]1CCCCO[C@H](CN(C)C(=O)C2CCCCC2)[C@H](C)CN([C@H](C)CO)C(=O)c2cc(ccc2O1)NS(=O)(=O)c1ccc(cc1)F,0.840707753,0.942558288,1.010810076,0.971072653,26355615
BRD-K12757863,CCCNC(=O)c1cc2c(c(n1)-c1cccc(c1)-c1cc3ccccc3o1)[C@H](CCO)N(C2)C(=O)NC(C)C,1.062764422,0.949765842,0.999428349,1.082844208,26368192
BRD-K12172221,COc1ccc(cc1)S(=O)(=O)Nc1cccc2c1O[C@H](CN(C)S(=O)(=O)c1ccc(cc1)F)[C@H](C)CN([C@H](C)CO)C2=O,0.929210643,1.04193764,0.98176471,0.997242498,26513629
BRD-K32019346,C[C@@H]1CCCCO[C@H](CN(C)Cc2ccc3c(c2)OCO3)[C@H](C)CN([C@@H](C)CO)C(=O)c2cc(ccc2O1)NS(=O)(=O)c1cccs1,0.890542423,0.941521659,1.019687962,0.97072515,26614363
BRD-K27972044,C[C@H]1CCCCO[C@H](CN(C)S(=O)(=O)c2cccs2)[C@H](C)CN([C@@H](C)CO)C(=O)c2cc(ccc2O1)NS(=O)(=O)c1ccc(cc1)Cl,1.172785342,0.973467538,1.042533132,1.023809364,26746942
BRD-K46707915,C[C@@H]1CN([C@H](C)CO)C(=O)c2cccc(c2O[C@H]1CN(C)S(=O)(=O)c1cn(cn1)C)NS(=O)(=O)c1ccccc1,1.071246553,0.929918608,0.971314472,1.056664818,26767335
BRD-K96477223,C[C@@H]1CN([C@@H](C)CO)C(=O)c2cc(cnc2O[C@H]1CN(C)S(=O)(=O)c1ccccc1F)C#Cc1ccccc1F,1.366692798,0.858021885,0.915064585,0.901114743,26788928
BRD-K00840305,C[C@@H]1CN([C@@H](C)CO)C(=O)Cc2cc(ccc2O[C@@H]1CN(C)S(=O)(=O)c1ccccc1)NS(=O)(=O)c1c(noc1C)C,1.153479071,0.984047694,1.009187512,1.167667834,26871128
BRD-K94562203,C[C@H]1CN([C@H](C)CO)C(=O)CCCn2nncc2CO[C@@H]1CN(C)S(=O)(=O)c1cccc(c1)C#N,0.927347994,1.024884779,1.003960758,1.025715027,26891633
BRD-K28606303,C[C@H]1CN([C@H](C)CO)C(=O)c2cc(ccc2O[C@H]1CN(C)Cc1ccc(cc1)C(=O)O)NS(=O)(=O)c1cn(cn1)C,1.104075264,0.959471568,0.990750914,1.015188209,26985338
BRD-K17703146,C[C@H]1CN([C@H](C)CO)C(=O)Cc2cc(ccc2O[C@@H]1CN(C)CC1CC1)NS(=O)(=O)c1cccs1,1.065994462,1.068139662,0.98776604,1.016701564,27083526
BRD-K89607923,C[C@@H]1CN([C@H](C)CO)C(=O)Cc2cc(ccc2O[C@H]1CN(C)C(=O)Nc1ccc(cc1)C(F)(F)F)NS(=O)(=O)c1ccc(cc1)Cl,1.093897429,0.985912675,1.04669617,1.013130604,27334851
BRD-K44303026,C[C@@H]1CN([C@H](C)CO)C(=O)c2cc(cnc2O[C@H]1CN(C)C(=O)Cc1cccnc1)C#CCc1ccccc1,0.994487608,1.118451897,1.030822814,1.004285229,27403893
BRD-K94172147,OC[C@@H]1O[C@H](CC[C@@H]1NC(=O)CN1CCOCC1)CC(=O)NCc1cccc(c1)F,1.023918169,1.015771779,1.01887964,1.003854868,27606362
BRD-K54232303,C[C@@H]1CCCCO[C@@H](CN(C)Cc2ccc(cc2)C(=O)O)[C@@H](C)CN([C@@H](C)CO)C(=O)c2cc(ccc2O1)NS(=O)(=O)c1ccc(cc1)C,1.084051057,1.064918033,1.045660471,0.962693686,27656162
BRD-K77496766,C[C@@H]1CN([C@H](C)CO)C(=O)c2cc(ccc2O[C@H]1CN(C)Cc1ccc(cc1)C(=O)Nc1ccccc1N)NC(=O)Cc1ccccc1,0.766945214,1.048491083,0.974050065,0.88359554,27728172
BRD-A34393292,CC(C)N1CCOC[C@@]2(C1)CN(CCO2)S(=O)(=O)C,0.964083533,1.005176006,0.985528695,0.976447817,27821859
BRD-K57887113,COc1ccc(cc1)S(=O)(=O)Nc1ccc2c(c1)CC(=O)N(C[C@H](C)[C@@H](CN(C)S(=O)(=O)c1c(noc1C)C)O2)[C@H](C)CO,1.040751304,1.016480259,0.989454315,0.992790622,27901262
BRD-K92684207,C[C@@H]1CN([C@H](C)CO)C(=O)c2cccc(c2O[C@@H]1CN(C)S(=O)(=O)c1cn(cn1)C)NC(=O)Nc1ccc2c(c1)OCO2,0.965921654,1.136252764,1.028505234,0.906979459,27996953
BRD-K16463377,C[C@@H]1CCCCO[C@H](CN(C)C(=O)c2ccncc2)[C@@H](C)CN([C@H](C)CO)C(=O)c2cc(ccc2O1)NC(=O)NC1CCCCC1,0.952188559,1.011463078,1.011688339,1.040895513,28164772
BRD-A94604527,COc1ccc(cc1)[C@@H](NC(=O)C1CCN(CC1)Cc1ccc(cc1)Oc1ccccc1)c1ccccn1,0.804259418,0.974307305,0.997820636,1.028860356,28220107
BRD-K56245453,C[C@H]1CN([C@H](C)CO)C(=O)Cc2cc(ccc2O[C@@H]1CN(C)S(=O)(=O)c1cn(cn1)C)NC(=O)Nc1ccc2c(c1)OCO2,1.019100433,1.12610255,1.033278927,0.919131116,28900919
BRD-K01676258,COc1ccc(cc1)-c1csc(n1)CCN,1.095874338,0.90229695,0.986648378,1.001305581,29025755
BRD-K67790304,C[C@@H]1CN([C@H](C)CO)C(=O)Cc2cc(ccc2O[C@@H]1CN(C)Cc1ccncc1)NS(=O)(=O)c1ccccc1,0.904873846,0.998982469,1.013280536,0.932571825,29141593
BRD-K65053394,C[C@@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(cc2O[C@H]1CN(C)C(=O)c1cccnc1)-c1cccc(c1)C#N,0.975927649,1.055021075,1.021687395,1.066806936,29292543
CARBINOXAMINE MALEATE,CN(C)CCOC(c1ccc(Cl)cc1)c1ccccn1.O=C(O)C=CC(=O)O,1.025135,1.018529844,1.00320464,0.754778549,29772029
BRD-K16665361,COc1ccc(cc1)CN(C)C[C@H]1OCCCC[C@@H](C)Oc2ccc(cc2C(=O)N(C[C@H]1C)[C@H](C)CO)NC(=O)Cc1ccccc1,0.999355955,1.015751996,1.041472131,0.964615737,29773594
BRD-K81993430,COc1ccc(cc1)NC(=O)Nc1ccc2c(c1)CC(=O)N(C[C@@H](C)[C@H](CN(C)S(=O)(=O)C)O2)[C@H](C)CO,1.028893188,0.9904665,1.022943805,1.116883755,29861999
BRD-K16519588,C[C@@H]1CCCCO[C@H](CN(C)C(=O)Nc2ccc(cc2)C(F)(F)F)[C@@H](C)CN([C@@H](C)CO)C(=O)c2cc(ccc2O1)NS(=O)(=O)c1ccc(cc1)F,1.061695147,0.945138268,0.98580881,1.019776035,29905156
BRD-K27204104,C[C@@H]1CCCCO[C@H](CN(C)S(=O)(=O)c2ccccc2)[C@H](C)CN([C@@H](C)CO)C(=O)c2cc(ccc2O1)NS(=O)(=O)C,0.940088544,1.039028248,0.992381419,0.983369384,29910798
BRD-K69539186,C[C@@H]1CN([C@@H](C)CO)C(=O)c2c(c3ccccc3n2C)-c2ccccc2CO[C@@H]1CN(C)CC1CCCCC1,1.041472239,0.871153133,0.992668285,0.933192153,30036257
BRD-K57935812,C[C@@H]1CCCCO[C@H](CN(C)C(=O)Nc2cccc3ccccc23)[C@H](C)CN([C@@H](C)CO)C(=O)c2cc(ccc2O1)NC(=O)Nc1ccc2c(c1)OCO2,1.10096423,0.988396196,0.98903956,1.032527402,30131994
BRD-K38039905,CC(C)C#Cc1ccc2c(c1)O[C@@H](CN(C)C(=O)c1cnccn1)[C@@H](C)CN([C@H](C)CO)S2(=O)=O,1.273932578,0.978167803,0.998642859,1.018187145,30153445
BRD-K00019835,CN1N=C(CCC1=O)C(=O)N,0.927457953,0.980000333,0.993196257,1.005869454,30177279
BRD-K13400518,C[C@H]1CN([C@@H](C)CO)C(=O)c2cccc(c2O[C@@H]1CN(C)S(=O)(=O)c1cn(cn1)C)NC(=O)c1ccncc1,0.926356628,0.971504709,1.018210297,0.993904561,30283230
BRD-K92438040,CCCC(=O)Nc1ccc2c(c1)C(=O)N(C)[C@@H]1CC[C@@H](CC(=O)NCCN3CCCCC3)O[C@@H]1CO2,0.903068906,1.079470065,0.982074734,1.001804626,30309482
BRD-K22003570,OC[C@H]1O[C@@H](CC(=O)NCc2ccncn2)C=C[C@H]1NC(=O)c1cccnc1,1.121261444,0.961021854,1.076906222,1.079260941,30391176
BRD-K73500089,OC[C@H]1O[C@@H](C[C@H]2[C@@H]1Oc1ccc(cc12)NC(=O)Nc1ccc(cc1)C(F)(F)F)CC(=O)N1CCc2ccccc2C1,0.884289202,0.899239825,0.968097932,0.989765407,30424234
BRD-K65471828,NCc1cccc2c1OCC2,0.994624627,0.936828619,1.026082132,0.959580822,30492899
DIAZOXIDE,CC1=Nc2ccc(Cl)cc2S(=O)(=O)N1,0.98683,1.069585946,1.016453999,1.168044535,30536183
BRD-K64958341,C[C@@H]1CCCCO[C@H](CN(C)Cc2ccc3c(c2)OCO3)[C@@H](C)CN([C@H](C)CO)C(=O)c2cc(ccc2O1)NS(=O)(=O)c1ccc(cc1)Cl,0.986020279,0.965176282,1.037613409,1.018749756,30559205
BRD-K45822278,[N-]=[N+]=NCC(=O)Nc1ccon1,0.908780138,1.033853422,0.976499798,1.01391239,30726817
BRD-K18082957,Clc1ccc(cc1)Cl,0.951026767,1.058580052,1.02314424,1.014689318,31094547
BRD-K02038240,C[C@H]1CN([C@H](C)CO)C(=O)Cc2cc(ccc2O[C@H]1CN(C)S(=O)(=O)c1cn(cn1)C)NC(=O)Nc1ccccc1,1.041042776,0.79737079,1.02945878,0.945696099,31345725
BRD-K63776951,COC(=O)[C@@H](NC(=O)c1cc(on1)C)C(C)C,1.010839533,1.031682573,1.001796863,0.958300804,31422277
BRD-K63500783,ONC(=N)c1cccc(n1)C(=N)NO,1.025105973,0.998915198,1.005455367,1.019600218,31445781
BRD-K93267217,CC(C)NC(=O)N(C)C[C@@H]1Oc2ccc(cc2C(=O)N(C[C@@H]1C)[C@H](C)CO)NS(=O)(=O)c1ccc(cc1)Cl,1.216231342,1.008412831,0.989021915,1.010559092,31482830
BRD-A56559575,O=C1NCCC[C@@H]1C(=O)N1CCCCC1,0.989953879,1.04228841,0.996686425,0.951992973,31538107
BRD-K49722474,C[C@H]1CN([C@@H](C)CO)C(=O)c2cc(cnc2O[C@H]1CN(C)C(=O)Cc1cccnc1)C#CCc1ccccc1,0.939637451,1.082628527,0.98819137,1.046145705,31581581
BRD-K68006081,NC1=NC(=O)N(C=C1CO)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,0.906097577,1.013415711,1.018853149,0.975303352,31648263
BRD-K77153414,Cn1cnc(c1)CCNC(=O)C[C@H]1CC[C@H]2[C@@H](COC[C@@H](O)CN2C(=O)Nc2ccc(cc2)Cl)O1,0.890686905,0.945578555,1.015306588,1.145591445,31668468
BRD-A04352665,CC(C)c1nnc(n1C1C[C@H]2CC[C@@H](C1)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)c1ccccc1)C,0.923562489,1.051819967,1.002108434,1.014762775,31724515
BRD-K89902539,CC(=O)N1Cc2cc(nc(c2[C@@H]1CCO)-c1cccc(c1)C1=CCCCC1)C(=O)NCc1cccc(c1)F,1.238841229,1.0283973,1.051866592,0.945588456,31859158
BRD-K13513944,C[C@@H]1CN([C@H](C)CO)C(=O)Cc2cc(ccc2O[C@@H]1CN(C)C(=O)Nc1ccc(cc1)C(F)(F)F)NC(=O)CCC(F)(F)F,1.072060677,0.997276632,0.999232227,1.017981726,31992190
BRD-K35059399,C[C@H]1CN([C@@H](C)CO)C(=O)Cc2cc(ccc2O[C@@H]1CN(C)Cc1ccc2c(c1)OCO2)NC(=O)Cn1cnnn1,1.060388364,0.957879819,1.037036635,1.030229722,32020968
BRD-K31895058,CC1=CC(=O)N(CCO)C(=O)N1,0.950146166,1.046322738,1.010509834,1.031406544,32076932
BRD-K35108231,C[C@H]1CCCCO[C@H](CN(C)Cc2ccc(c(c2)Cl)Cl)[C@@H](C)CN([C@@H](C)CO)C(=O)c2cc(ccc2O1)NC(=O)Cc1ccccc1,0.956167237,0.735804629,0.981855956,0.953954981,32128746
BRD-K78174423,C[C@@H]1CCCCO[C@@H](CN(C)C(=O)Nc2cccc3ccccc23)[C@H](C)CN([C@H](C)CO)C(=O)c2cc(ccc2O1)NC(=O)NC1CCCCC1,1.239268811,0.900415024,0.943516875,0.962407309,32154569
BRD-K45007019,C[C@@H]1CN([C@@H](C)CO)C(=O)c2cccc(c2O[C@H]1CN(C)Cc1ccc(cc1)-c1ccccc1)NC(=O)Nc1ccc(cc1)F,0.918085803,1.000238136,0.320982436,0.129654314,32237642
BRD-K03655748,C[C@@H]1CN([C@H](C)CO)C(=O)Cc2cc(ccc2O[C@H]1CN(C)S(=O)(=O)c1cn(cn1)C)NS(=O)(=O)c1ccc(cc1)C,0.964368899,0.970625063,0.997766028,1.047825045,32257062
BRD-K18368603,COc1ccc(cc1OC)C#Cc1cccc(c1)-c1nc(cc2c1[C@@H](CCO)N(C2)S(=O)C(C)(C)C)C(=O)N[C@@H]1CCN(C1)Cc1ccccc1,0.806963854,1.017223637,0.981433752,0.967689472,32258617
BRD-K05461861,O=C1NC=C(N2CCCCC2)C(=O)N1,0.936982869,0.992334646,0.981343179,0.985412948,32270480
BRD-K53762271,Cc1ccc(cc1)CC1(N)CC1,1.027275693,1.024838249,0.972000143,1.022833484,32371651
BRD-K89909387,C[C@@H]1CN([C@@H](C)CO)C(=O)c2cccc(c2O[C@@H]1CN(C)S(=O)(=O)c1cccs1)NS(=O)(=O)c1ccccc1,1.184135242,0.992037169,1.006119067,1.016000886,32382530
AMOXICILLIN,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(cc3)O)C(=O)N2[C@H]1C(=O)O,0.18435,1.050688906,0.98168204,1.115291278,32459081
BRD-K68884767,C[C@H]1CCCCO[C@@H](CN(C)Cc2ccc(c(c2)Cl)Cl)[C@@H](C)CN([C@H](C)CO)C(=O)c2cc(ccc2O1)NC(=O)c1ccccc1,1.265484295,0.947396086,1.003796307,0.98729731,32480398
BRD-K13934485,C[C@@H]1CN([C@H](C)CO)C(=O)Cc2cc(ccc2O[C@@H]1CN(C)S(=O)(=O)C)NC(=O)CCCCCC(=O)Nc1ccccc1N,0.930273332,1.026662404,1.017541955,1.038937563,32543748
