Compound_ID,SMILES,Sau_Mean_10uM,HepG2_Mean_10uM,HSkMC_Mean_10uM,IMR90_Mean_10uM,id
BRD-K65367051,COc1ccc(cc1)S(=O)(=O)Nc1cccc2c1O[C@H](CN(C)S(=O)(=O)c1c(noc1C)C)[C@@H](C)CN([C@H](C)CO)C2=O,1.039751155,0.962998385,1.000711599,1.028390765,84748258
BRD-K96758818,OC[C@H](Cc1ccccc1)NC(=O)C[C@H](CC=C)C(=O)NC[C@@H](OC(=O)[C@@H](CCC=C)Cc1ccc(cc1)F)c1ccccc1,1.250193876,0.981280153,1.017043922,1.031208573,84787275
BRD-K14498367,NC(=O)Nc1ccc(cc1)C(=O)O,1.024039465,1.024943189,1.00164966,1.074691585,84793623
BRD-K42802192,C[C@H]1CN([C@@H](C)CO)S(=O)(=O)c2ccc(cc2O[C@@H]1CN(C)C(=O)Cc1ccncc1)C#CC1CC1,0.775122508,0.993217486,0.987944556,1.024820865,84877209
BRD-K82234479,NCCCS(=O)(=O)O,1.115930395,0.976729589,1.015860536,0.99979544,84892078
BRD-K81438049,Fc1ccc(cc1)N1N=C2NCCCN2C1=O,1.077438495,1.061424106,0.990184663,0.995083688,84904467
BRD-K68226070,O[C@H]1COC[C@H]2O[C@H](CC[C@@H]2N(C1)S(=O)(=O)c1ccccc1)CC(=O)N1CCOCC1,1.046803339,1.066540179,1.001070279,1.020347455,84915859
BRD-K16546428,C[C@@H]1CN([C@@H](C)CO)C(=O)c2cc(ccc2O[C@H]1CN(C)C(=O)NC1CCCCC1)NC(=O)C1CC1,0.933933496,1.027123695,0.98189518,1.070199481,85074595
BRD-K56758320,Cc1ccc(cc1)S(=O)(=O)N[C@@H](Cc1ccccc1)C(=O)NCCn1cc(nn1)C(=O)NO,0.851619639,0.986103279,1.005050637,1.015895194,85088700
BRD-K23377839,C[C@H]1CCCCO[C@H](CN(C)C(=O)CCC(F)(F)F)[C@@H](C)CN([C@@H](C)CO)C(=O)c2cc(ccc2O1)NC(=O)Cc1ccccc1,1.076688908,0.878163252,1.059814366,0.978675705,85092239
BRD-K29204170,COc1ccc(cc1)CN(C)C[C@@H]1Oc2ccc(cc2C(=O)N(C[C@@H]1C)[C@H](C)CO)NS(=O)(=O)C,1.074103195,1.003065786,1.001612392,1.085292697,85184571
BRD-K18215726,COc1ccc(cc1)S(=O)(=O)Nc1ccc2c(c1)C(=O)N(C[C@@H](C)[C@@H](CN(C)C(=O)Nc1ccccc1)OCCCC[C@@H](C)O2)[C@H](C)CO,0.900959596,0.978165406,1.043491639,1.049238852,85644948
BRD-K94146053,C[C@@H]1CN([C@@H](C)CO)S(=O)(=O)c2ccc(cc2O[C@H]1CN(C)C(=O)c1cccnc1)-c1cccc(c1)C#N,1.035656794,1.027048468,1.019663992,1.066047467,85935219
BRD-K43037886,COc1ccc(cc1)S(=O)(=O)N(C)C[C@@H]1Oc2ccc(cc2C(=O)N(C[C@@H]1C)[C@@H](C)CO)NS(=O)(=O)c1c(noc1C)C,0.972363062,1.025921534,0.993835995,1.0627003,86071602
BRD-K67369686,CCCC#Cc1ccc2c(c1)O[C@H](CN(C)C(=O)c1cnccn1)[C@H](C)CN([C@H](C)CO)S2(=O)=O,1.148399505,1.02790663,1.011198336,1.001429056,86430195
BRD-K23648827,CN(C)CCNC1=C(Cl)C(=O)NN=C1,0.915409173,1.056125509,0.985835208,0.992489477,86440710
BRD-K04392299,C[C@H]1CCCCO[C@H](CN(C)S(=O)(=O)c2ccc(cc2)F)[C@@H](C)CN([C@@H](C)CO)C(=O)c2cc(ccc2O1)NS(=O)(=O)c1ccc(cc1)Cl,1.206813829,0.750467665,0.995048281,1.007568491,86441321
BRD-K41549175,CN1C=C(C(=O)N2CCN(CC2)CC(=O)N)C2=NN(C(=O)C2=C1)c1ccccc1,0.870599262,1.022151508,1.009939626,1.02112133,86451189
BRD-K44376831,CCO[C@H]1OC(=C[C@H]([C@@H]1CCCO)c1ccc(cc1)C#C)C(=O)N1CCN(CC1)Cc1ccc2c(c1)OCO2,1.105060922,0.983975088,1.007642152,1.02113436,86530896
BRD-K21102666,COc1cccc(c1)C#Cc1ccc2c(c1)O[C@H](CN(C)C(=O)C)[C@H](C)CN([C@@H](C)CO)S2(=O)=O,1.120345014,1.003106308,1.022109047,0.895581527,86594198
BRD-K37243115,C[C@@H]1CCCCO[C@@H](CN(C)Cc2ccncc2)[C@@H](C)CN([C@H](C)CO)C(=O)c2cc(ccc2O1)NC(=O)CCCCCC(=O)Nc1ccccc1N,1.022340721,0.930532457,0.945629067,1.030933252,86637178
TETRABENAZINE,COc1cc2c(cc1OC)C1CC(=O)C(CC(C)C)CN1CC2,1.21225,0.888677053,1.000114688,1.008310776,86731351
TAMOXIFEN CITRATE,CCC(=C(c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1.O=C(O)CC(O)(CC(=O)O)C(=O)O,0.199795,0.999809489,1.015806377,0.563757325,86898894
BRD-K38689401,COc1ccc(cc1)S(=O)(=O)N(C)C[C@H]1Oc2ccc(cc2C(=O)N(C[C@@H]1C)[C@@H](C)CO)NS(=O)(=O)c1cccs1,1.069657056,1.029509981,1.020395982,0.936685145,87003185
BRD-K39654705,CC(C)NC(=O)N(C)C[C@H]1OCc2cn(nn2)CCCC(=O)N(C[C@H]1C)[C@H](C)CO,0.98752593,1.051394059,0.997292407,1.092003363,87036646
BRD-K85625904,COc1ccc(cc1)S(=O)(=O)N(C)C[C@H]1Oc2ccc(cc2C(=O)N(C[C@@H]1C)[C@@H](C)CO)NC(=O)C1CC1,1.081736921,0.889593821,0.982522089,1.007401523,87094631
BRD-K28252821,C[C@@H]1CCCCO[C@@H](CN(C)Cc2ccc(cc2)C(F)(F)F)[C@H](C)CN([C@H](C)CO)C(=O)c2cc(ccc2O1)NC(=O)CCC(F)(F)F,0.951973512,0.982538282,0.977803408,0.936566564,87258030
BRD-K67180492,C[C@H]1CCCCO[C@H](CN(C)S(=O)(=O)c2ccccc2)[C@H](C)CN([C@H](C)CO)C(=O)c2cc(ccc2O1)NC(=O)CCC(F)(F)F,0.988364846,0.987232027,1.022188443,0.999911953,87440741
BRD-K72032043,C[C@H]1CN([C@@H](C)CO)S(=O)(=O)c2ccc(cc2O[C@H]1CN(C)C(=O)C1CCCCC1)C#CC1CC1,1.293259475,1.035726029,1.008798567,0.967888916,87715608
BRD-K76980154,C[C@H]1CN([C@@H](C)CO)C(=O)c2cc(cnc2O[C@H]1CN(C)C(=O)C)C#CC(C)(C)O,0.965795462,1.00818031,0.828052815,0.997132445,87721463
BRD-K42564983,CC(C)NC(=O)Nc1cccc2c1O[C@H](CN(C)Cc1ccc(cc1)-c1ccccc1)[C@@H](C)CN([C@H](C)CO)C2=O,0.952821104,0.99734718,1.010686701,1.090431158,87727265
ESCULIN MONOHYDRATE,O.O=c1ccc2cc(OC3OC(CO)C(O)C(O)C3O)c(O)cc2o1,1.01274,1.102247654,1.010173638,0.835869747,87904899
BRD-K66203034,COc1ccc(cc1)[Si](C)(C)[C@@H]1[C@@H](C)[C@@]2(O[C@H]1CCn1cc(nn1)CCO)C(=O)N(CC=C)c1ccc(cc12)N1CCC1=O,1.012495852,0.999921789,1.009696908,1.066989652,87908615
BRD-K67738390,C[C@@H]1CN([C@H](C)CO)C(=O)Cc2cc(ccc2O[C@@H]1CN(C)Cc1ccncc1)NC(=O)Cn1cnnn1,1.030390308,0.954988591,0.981396688,1.044821717,88084831
BRD-K45597592,O[C@@H]1COC[C@@H]2O[C@@H](CC[C@H]2N(C1)S(=O)(=O)c1cccc(c1)Cl)CC(=O)NCc1ccc2c(c1)OCO2,1.048857169,1.095962762,1.038362271,1.090645215,88236932
BRD-K79946306,C[C@H]1CN([C@H](C)CO)C(=O)Cc2cc(ccc2O[C@@H]1CN(C)Cc1ccc(cc1)Oc1ccccc1)NC(=O)CCC(F)(F)F,1.147516412,0.165405176,0.93708968,0.996780583,88253227
BRD-K15383545,C[C@@H]1CN([C@@H](C)CO)C(=O)Cc2cc(ccc2O[C@@H]1CN(C)S(=O)(=O)c1cccs1)NC(=O)Cn1cnnn1,0.994226904,0.956297511,0.976615004,0.951582524,88271504
BRD-K16564547,O[C@H]1COC[C@H]2O[C@@H](CC[C@@H]2N(C1)C(=O)c1ccc2c(c1)OCO2)CC(=O)NCCN1CCCCC1,0.915281274,1.018634083,1.020553493,1.074267305,88340738
BRD-K00055412,C[C@H](O)C#Cc1ccc2c(c1)O[C@@H](CN(C)C(=O)C1CCCCC1)[C@H](C)CN([C@H](C)CO)S2(=O)=O,0.995893874,0.98986998,1.001782231,0.958739418,88361695
IOHEXOL,CC(O)C(=O)Nc1c(I)c(C(=O)NC(CO)CO)c(I)c(C(=O)NC(CO)CO)c1I,1.1174,1.024984856,0.974599382,0.904941025,88547914
BRD-K53684058,CN1CCN(CC1)C(=O)C[C@@H]1CC[C@@H]2[C@H](COC[C@@H](O)CN2S(=O)(=O)c2cccc(c2)C)O1,0.905724997,1.061899211,0.998044367,0.969717258,88650280
BRD-K34397035,CC(=O)O[C@@H]1[C@@H](O)[C@H](OC(=O)c2ccccc2)[C@@H](CO)O[C@H]1Oc1cc(cc(c1C(=O)c1cccc(c1)O)O)O,0.964711007,0.945139461,0.988358793,1.017595104,88702363
BRD-K77857029,C[C@H]1CCCCO[C@H](CN(C)C(=O)C2CCCCC2)[C@H](C)CN([C@@H](C)CO)C(=O)c2cc(ccc2O1)NC(=O)Nc1ccccc1,1.091528405,0.93015233,1.031045858,0.96868418,89044264
BRD-K06414098,C[C@H]1CN([C@H](C)CO)C(=O)Cc2cc(ccc2O[C@@H]1CN(C)Cc1ccccc1)NC(=O)Nc1cccc2ccccc12,1.523673502,0.82695997,1.022306775,0.911242015,89046645
BRD-K28452774,C[C@H]1CN([C@@H](C)CO)C(=O)c2cc(ccc2O[C@@H]1CN(C)Cc1ccc(cc1)Oc1ccccc1)NC(=O)Nc1cccc2ccccc12,0.947817076,0.883517052,0.929201533,0.955888493,89110241
BRD-K39237396,CC1=CC(=C(C#N)C(=O)N1)C,0.874429875,1.084429015,0.989392333,0.986814855,89243431
PIPEMIDIC ACID,CCn1cc(C(=O)O)c(=O)c2cnc(N3CCNCC3)nc21,0.95146,1.066025806,1.004426206,1.549265262,89463693
BRD-K56805641,CC(C)NC(=O)N(C)C[C@H]1Oc2ccc(cc2CC(=O)N(C[C@@H]1C)[C@H](C)CO)NC(=O)Cc1ccccc1,0.898298639,1.015893765,0.99245678,1.053160912,89486230
BRD-K39001221,C[C@@H]1CCCCO[C@@H](CN(C)S(=O)(=O)c2ccc(cc2)F)[C@@H](C)CN([C@H](C)CO)C(=O)c2cc(ccc2O1)NC(=O)Nc1cccc2ccccc12,1.053272761,1.043313657,1.000960035,1.002439779,89565072
BRD-K20287756,C[C@H]1CCCCO[C@H](CN(C)S(=O)(=O)c2cccs2)[C@H](C)CN([C@@H](C)CO)C(=O)c2cc(ccc2O1)NS(=O)(=O)C,0.987155512,1.018030935,1.0330184,0.966172045,89614857
BRD-K22712273,C[C@H]1CCCCO[C@@H](CN(C)C(=O)C2CCCCC2)[C@@H](C)CN([C@H](C)CO)C(=O)c2cc(ccc2O1)NC(=O)Nc1ccc(cc1)C(F)(F)F,1.297305412,0.922983767,1.052792554,0.883584303,89695675
BRD-K65982027,C[C@@H]1CCCCO[C@H](CN(C)Cc2ccccc2)[C@H](C)CN([C@@H](C)CO)C(=O)c2cc(ccc2O1)NS(=O)(=O)c1c(noc1C)C,0.993669054,1.022020356,1.015731216,0.972936405,89695771
BRD-K89385232,C[C@H]1CN([C@@H](C)CO)C(=O)c2cc(cnc2O[C@@H]1CN(C)Cc1ccc2c(c1)OCO2)C#CCN(C)C,1.050003825,0.973719616,0.983773439,1.033569046,89734667
BRD-K79789105,CC(C)CC#Cc1ccc2c(c1)O[C@H](CN(C)C(=O)C1CCOCC1)[C@@H](C)CN([C@@H](C)CO)S2(=O)=O,0.988327065,1.013963057,1.047036793,0.914835756,89776381
7-HYDROXYFLAVONE,O=c1cc(-c2ccccc2)oc2cc(O)ccc12,1.1462,0.994880234,1.000668923,0.91019009,89935338
BRD-K23555952,CO[C@H]1CN(C)C(=O)c2cc(ccc2OC[C@@H](C)N(C[C@H]1C)Cc1ccccn1)NS(=O)(=O)CC(F)(F)F,0.890722038,1.024285199,0.987520062,0.998656997,90017020
BRD-K11745704,C[C@@H]1CN([C@@H](C)CO)C(=O)c2cc(cnc2O[C@H]1CN(C)C(=O)CCN1CCCCC1)C#Cc1ccccn1,1.057035532,0.936293299,0.991686832,1.015494864,90025526
BRD-K00003717,CCCCCCCCCCCCCCCC(=O)N[C@@H](CCC(=O)NCCCC[C@H](NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CCC(=O)N)NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccc(cc1)O)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](C)NC(=O)[C@@H](N)Cc1cnc[nH]1)[C@@H](C)O)[C@@H](C)O)C(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)O)C(=O)O,0.95376262,1.047819127,1.031354967,0.892354561,90092664
BRD-K31380618,C[C@H]1CCCCO[C@@H](CN(C)Cc2ccc(cc2)C(F)(F)F)[C@@H](C)CN([C@@H](C)CO)C(=O)c2cc(ccc2O1)NS(=O)(=O)c1c(noc1C)C,1.506674853,1.036394261,1.003017654,1.026284694,90110602
BRD-K23001499,O[C@@H]1COC[C@H]2O[C@H](CC[C@@H]2N(C1)S(=O)(=O)c1ccccc1)CC(=O)N[C@H]1CCN(C1)Cc1ccccc1,0.90620317,1.013632592,0.983810378,0.976728172,90275307
BRD-K32047370,C[C@H]1[C@H]2CN(CC3CC3)C[C@@H]2CNC1=O,0.987072279,1.012211313,0.997354543,0.977186648,90307324
BRD-K32082369,C[C@H]1CN([C@H](C)CO)C(=O)c2c(c3ccccc3n2C)-c2ccccc2CO[C@@H]1CN(C)C(=O)Nc1cccc(c1)F,0.958553666,0.9180521,0.954618295,0.978462392,90375812
BRD-K04572153,OC[C@@H]1O[C@H](CC(=O)NCc2ccncn2)C=C[C@H]1NC(=O)c1cccnc1,0.978693389,1.033863823,0.983018553,0.971999744,90526582
BRD-K98638910,Cc1ccc(cc1)S(=O)(=O)N[C@@H]1C=C[C@@H](CC(=O)NCCN2CCCCC2)O[C@H]1CO,0.908118901,0.992331857,1.009250849,1.008978311,90628802
BRD-K82028214,COc1ccc(cc1)NC(=O)N(C)C[C@H]1Oc2ccc(cc2C(=O)N(C[C@H]1C)[C@@H](C)CO)NC(=O)CCCN(C)C,0.950459742,0.956103529,1.024314164,1.018013093,90697311
BRD-K66173979,CCc1nc2ccc(cn2c1N(C)C(=O)c1cccc(c1)OC)C(=O)Nc1cc(ccc1OC)-c1ccccc1,1.155825811,0.957456321,0.99820189,1.06776907,90717401
BRD-K15976124,C[C@@H]1CN([C@H](C)CO)C(=O)c2cc(ccc2O[C@H]1CN(C)C(=O)Nc1ccc2c(c1)OCO2)NC(=O)Cn1cnnn1,0.96220974,1.065147597,1.013452981,1.109789352,91106331
BRD-K58501140,Cc1cc(cc(c1-c1cccc(c1)COc1ccc2c(c1)OC[C@H]2CC(=O)O)C)OCCCS(=O)(=O)C,0.109399902,0.88799307,0.892247152,0.905541096,91119743
BRD-K87129601,COc1ccc(cc1)S(=O)(=O)N(C)C[C@@H]1Oc2cc(ccc2S(=O)(=O)N(C[C@@H]1C)[C@@H](C)CO)C1=CCCC1,1.19249853,1.023188526,1.038800353,1.012842828,91129481
BRD-K71822263,N[C@H](CO)C(=O)O,0.983730077,1.049294591,1.025500309,0.968743458,91155414
BRD-K15243194,COc1ccc(cc1)NC(=O)Nc1ccc2c(c1)C(=O)N(C[C@H](C)[C@H](CN(C)C(=O)Nc1ccc(cc1)OC)OCCCC[C@@H](C)O2)[C@H](C)CO,0.985154952,0.931269943,1.027172714,1.056719833,91256496
BRD-K00003590,CO[C@H]1O[C@H](COS(=O)(=O)O)[C@@H](O[C@@H]2O[C@H]([C@@H](OC)[C@H](O)[C@H]2OS(=O)(=O)O)C(=O)O)[C@H](O)[C@H]1NS(=O)(=O)O,1.01530157,0.983065388,0.954105418,1.025948137,91413666
BRD-K38987056,C[C@@H]1CCCCO[C@H](CN(C)C(=O)Nc2ccc3c(c2)OCO3)[C@@H](C)CN([C@@H](C)CO)C(=O)c2cc(ccc2O1)NC(=O)c1ccncc1,1.04950312,0.983110698,1.025547143,0.89627934,91515592
BRD-K35581402,Cc1ccc(cc1Cl)CN,0.924037352,1.071564822,0.990361228,0.97362556,91721488
BRD-K67915704,C[C@H]1CCCCO[C@@H](CN(C)Cc2ccc(cc2)C(F)(F)F)[C@@H](C)CN([C@@H](C)CO)C(=O)c2cc(ccc2O1)NS(=O)(=O)c1cn(cn1)C,1.273786801,0.951947827,1.015787647,1.00294911,91730996
BRD-K26989966,CCCC1=C(CNC(=O)c2cc(cc3n(ncc23)C(C)C)-c2ccc(nc2)N2CCN(CC2)C(C)C)C(=O)NC(=C1)C,0.813530026,0.80262174,0.950088286,0.721242523,91840659
BRD-K28243298,COc1ccc(cc1)S(=O)(=O)Nc1ccc2c(c1)C(=O)N(C[C@H](C)[C@@H](CN(C)C(=O)Nc1cccc3ccccc13)OCCCC[C@@H](C)O2)[C@@H](C)CO,0.97688044,1.075039821,0.939914341,1.029061765,92034776
BRD-K91446364,COc1ccc(cc1OC)C#Cc1cnc2c(c1)C(=O)N(C[C@H](C)[C@H](CN(C)S(=O)(=O)c1cccs1)O2)[C@H](C)CO,1.132525633,1.013533044,1.005606785,0.984451249,92160666
BRD-K43886502,COCC(=O)Nc1ccc2c(c1)C(=O)N(C)C[C@H](OC)[C@H](C)CN([C@H](C)CO2)C(=O)c1ccccc1F,0.962963072,0.984037306,0.994837268,1.014704339,92510999
BRD-K26531250,CN(C)CC(=O)N[C@@H]1C=C[C@@H](CC(=O)O)O[C@@H]1CO,0.851798416,1.007754118,0.982536128,1.02078088,92625080
BRD-K94863137,COc1ccc(cc1)NC(=O)Nc1ccc2c(c1)CC(=O)N(C[C@@H](C)[C@H](CN(C)S(=O)(=O)c1cn(cn1)C)O2)[C@@H](C)CO,0.943351587,0.914511686,0.988278453,0.984410703,92630236
BRD-K05586628,COCC#Cc1cnc2c(c1)C(=O)N(C[C@@H](C)[C@@H](CN(C)C(=O)CN1CCOCC1)O2)[C@H](C)CO,0.955010105,1.063381027,1.014250767,0.957191882,92677434
BRD-K52139780,C[C@@H]1CN([C@@H](C)CO)C(=O)c2cccc(c2O[C@@H]1CN(C)Cc1ccc(cc1)Oc1ccccc1)NC(=O)c1cc(nn1C)C,0.866846124,1.042803326,1.009364024,0.895147746,92858941
BRD-K87769326,C[C@H]1CCCCO[C@H](CN(C)C(=O)NC2CCCCC2)[C@@H](C)CN([C@H](C)CO)C(=O)c2cc(ccc2O1)NS(=O)(=O)c1cccs1,1.053007311,0.960481358,1.008299789,1.064021579,92930533
BRD-K06421781,C[C@@H]1CN([C@H](C)CO)C(=O)Cc2cc(ccc2O[C@@H]1CN(C)Cc1ccc(cc1)Oc1ccccc1)NC(=O)Nc1ccc(cc1)C(F)(F)F,0.87151566,0.07987597,0.125902588,0.121786078,93072237
BRD-K28256436,C[C@@H]1CN([C@H](C)CO)C(=O)Cc2cc(ccc2O[C@@H]1CN(C)S(=O)(=O)c1ccccc1)NS(=O)(=O)c1ccccc1,1.095151476,1.002283627,0.963951221,0.973663464,93121479
BRD-K62627508,COc1cc(ccc1NC(=O)[C@@H]1N[C@@H](CC(C)(C)C)[C@@](C#N)([C@H]1c1cccc(c1F)Cl)c1ccc(cc1F)Cl)C(=O)O,0.331542065,0.973179028,0.071430431,0.533972068,93362745
BRD-A73812736,COC(=O)[C@]1(C)CCC[C@]2(C)[C@H]1CC[C@]13C[C@@H](CC[C@H]23)C(=C)C1,1.246312679,0.947692299,1.003844664,0.956315862,93405209
BRD-K42353530,COc1ccc(cc1)S(=O)(=O)Nc1ccc2c(c1)CC(=O)N(C[C@@H](C)[C@@H](CN(C)S(=O)(=O)c1cccs1)O2)[C@@H](C)CO,1.167026354,1.019496849,0.950623766,1.004106051,93504169
BRD-K17882933,COCc1cn(nn1)CC[C@H]1CC[C@@H](NC(=O)CCN2CCCCC2)[C@H](CO)O1,0.8898367,1.026025928,0.973415324,1.009629244,93555227
BRD-K46532897,C[C@@H]1CN([C@@H](C)CO)C(=O)c2cccc(c2O[C@@H]1CN(C)Cc1ccc(cc1)Oc1ccccc1)NC(=O)c1ccncc1,1.168205187,1.011089086,0.995956397,0.963337594,93590305
BRD-K72215350,CC(=O)NCCCCCC(=O)O,1.118933206,0.955137891,1.029221899,1.055734188,93677041
PROPOXYCAINE HYDROCHLORIDE,CCCOc1cc(N)ccc1C(=O)OCCN(CC)CC.Cl,1.00695,0.990675404,0.999079747,1.037832394,94152633
BRD-K07973727,C[C@@H]1CN([C@H](C)CO)C(=O)Cc2cc(ccc2O[C@@H]1CN(C)C(=O)Nc1ccc(cc1)C(F)(F)F)NC(=O)Cn1cnnn1,1.240847719,1.004152629,0.991178194,1.117591485,94265250
BRD-K14525149,C[C@H]1CCCCO[C@@H](CN(C)C(=O)Nc2c(noc2C)C)[C@@H](C)CN([C@H](C)CO)C(=O)c2cc(ccc2O1)NC(=O)Nc1ccc(cc1)C(F)(F)F,0.95342743,0.916744685,0.955926853,0.934244692,94435087
LOBARIC ACID,CCCCCc1c2c(cc(O)c1C(=O)O)OC(=O)c1c(cc(OC)cc1C(=O)CCCC)O2,0.16274,1.037632481,1.052375457,1.07457127,94576117
BRD-K73002563,C[C@H]1CN([C@@H](C)CO)C(=O)c2cccc(c2O[C@H]1CN(C)S(=O)(=O)C)NC(=O)c1cnccn1,0.949430321,1.074472946,1.016661569,1.086629053,94605221
BRD-K30730409,C[C@H]1COC(=O)[C@@H](CC=CC[C@@H](CC(=O)NCCO)C(=O)N1)NC(=O)OCC1c2ccccc2-c2ccccc21,0.913429405,1.011306825,1.031640414,0.92725673,94748978
BRD-K20777326,C[C@@H]1CN([C@@H](C)CO)C(=O)c2cccc(c2O[C@@H]1CN(C)S(=O)(=O)c1ccccc1)NS(=O)(=O)c1cn(cn1)C,1.015440403,1.008635859,0.999024585,0.998103639,94838295
BRD-K66951497,C[C@@H](O)C#Cc1ccc2c(c1)O[C@H](CN(C)C(=O)C1CCCCC1)[C@H](C)CN([C@@H](C)CO)S2(=O)=O,1.138041425,1.021033721,1.00713002,0.941496534,95106882
BRD-K07563749,C[C@H]1CN([C@H](C)CO)C(=O)c2cccc(c2O[C@@H]1CN(C)Cc1ccc(cc1)Oc1ccccc1)NC(=O)CCC(F)(F)F,1.156140898,0.949088062,0.982856897,1.073564435,95406070
BRD-K67168738,CC(C)NC(=O)N(C)C[C@H]1Oc2cc(ccc2S(=O)(=O)N(C[C@H]1C)[C@H](C)CO)C#Cc1ccccn1,1.038221163,0.995021897,0.998496732,1.011558852,95511696
BRD-K65006048,CC(C)NC(=O)N1Cc2cc(nc(c2[C@@H]1CCO)-c1cccc(c1)-c1cccnc1)C(=O)NC1Cc2ccccc2C1,1.025724502,1.014434045,0.637780455,1.096758178,95575229
BRD-K80035054,C[C@@H]1CN([C@@H](C)CO)C(=O)c2cc(ccc2O[C@@H]1CN(C)C(=O)Nc1ccc2c(c1)OCO2)NC(=O)Nc1ccc(cc1)C(F)(F)F,0.855680856,0.866092927,0.644404889,0.659327368,95602623
BRD-A06208136,OC(=O)[C@H]1CN(C2CCCC2)C(=O)C1,1.067000918,1.029069907,1.038819528,0.891760064,95660910
BRD-K74253460,COc1ccc(cc1)NC(=O)N(C)C[C@H]1Oc2ccc(cc2C(=O)N(C[C@@H]1C)[C@H](C)CO)NC(=O)CCCCCC(=O)Nc1ccccc1N,1.008814675,1.02126489,1.091934267,0.931012716,95697460
BRD-K91003164,CCCNC(=O)N(C)C[C@H]1Oc2ncc(cc2C(=O)N(C[C@H]1C)[C@@H](C)CO)-c1ccc(cc1)C(=O)N(C)C,0.977070982,0.969209081,1.001015352,0.977163446,95715554
BRD-K68321943,C[C@@H]1CN([C@H](C)CO)C(=O)c2cc(ccc2O[C@@H]1CN(C)Cc1ccc(cc1)-c1ccccc1)NC(=O)Nc1cccc2ccccc12,0.831751114,0.734101831,0.904129019,0.982022827,95786742
MELOXICAM,Cc1cnc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1,0.6873,0.989042402,1.064275007,1.029272683,95821763
BRD-K82176569,CO[C@@H]1CN(C)C(=O)c2ccc(cc2OC[C@H](C)N(C[C@H]1C)Cc1cccnc1)NS(=O)(=O)CC(F)(F)F,0.997308659,1.019745091,0.999159774,1.021032516,95980129
BRD-K64266151,CN(C)CC(=O)N[C@H]1CC[C@H](CC(=O)O)O[C@H]1CO,1.027910615,0.985913918,1.036122636,0.964662774,96055439
BRD-K33739135,C[C@@H]1CN([C@@H](C)CO)C(=O)c2cc(ccc2O[C@H]1CN(C)Cc1ccc(cc1)-c1ccccc1)NS(=O)(=O)c1ccc(cc1)F,1.242531988,0.910270898,0.981832447,1.000120308,96131408
BRD-K79761675,C[C@@H]1CN([C@H](C)CO)C(=O)c2cc(ccc2O[C@@H]1CN(C)C(=O)Nc1c(noc1C)C)NC(=O)Nc1ccc(cc1)C(F)(F)F,0.928278422,0.962411272,0.962014355,1.002444911,96494866
BRD-K57016226,OC[C@H]1O[C@@H](CC[C@H]1NC(=O)c1ccc2c(c1)OCO2)CC(=O)N1CCOCC1,0.874401196,0.995183715,0.987308373,1.041529138,96640535
BRD-K00407648,COCC#Cc1ccc2c(c1)O[C@H](CN(C)Cc1ccccc1F)[C@H](C)CN([C@@H](C)CO)S2(=O)=O,1.158499324,0.963393201,1.051339907,0.881359279,96656561
BRD-K55418700,CC(C)(O)c1coc(c1)S(=O)(=O)NC(=O)Nc1c2c(cc3c1CCC3)CCC2,1.151946647,0.962635924,0.992578235,1.08001072,96734118
BRD-K19320199,O[C@@H]1COC[C@@H]2O[C@H](CC[C@H]2N(C1)S(=O)(=O)c1ccc(cc1)F)CC(=O)N[C@@H]1CCN(C1)Cc1ccccc1,0.998793909,1.019553059,1.004541053,1.013476631,96810965
BRD-K07431402,C[C@@H]1CN([C@H](C)CO)C(=O)c2cc(ccc2O[C@@H]1CN(C)S(=O)(=O)C)NC(=O)Cc1cn(c2ccccc12)C,1.059598434,1.003043736,1.047889592,0.879077287,96873491
BRD-K79538811,CO[C@H]1CN(C)C(=O)c2cc(ccc2OC[C@H](C)N(CCC(F)(F)F)C[C@@H]1C)NS(=O)(=O)c1cn(cn1)C,1.077301835,0.956227707,1.0492358,0.901940908,96899141
BRD-K54528304,C[C@H]1CCCCO[C@@H](CN(C)C(=O)CCC(F)(F)F)[C@@H](C)CN([C@H](C)CO)C(=O)c2cc(ccc2O1)NC(=O)C1CCCCC1,0.886288177,1.037995636,1.000855059,1.041566425,97235091
