Compound_ID,SMILES,Sau_R1_10uM,Sau_R2_10uM,Sau_Mean_10uM,HepG2_R1_10uM,HepG2_R2_10uM,HepG2_Mean_10uM,HSkMC_R1_10uM,HSkMC_R2_10uM,HSkMC_Mean_10uM,IMR90_R1_10uM,IMR90_R2_10uM,IMR90_Mean_10uM,Eco_stokes20_Mean,Abau_liu23_Mean
BRD-K70618850,COc1ccc(cc1)CN(C)C[C@H]1Oc2c(cccc2C(=O)N(C[C@@H]1C)[C@H](C)CO)NC(=O)c1ccc(cc1)-c1nccs1,0.789577144,0.820841559,0.805209352,0.983243884,1.086687444,1.034965664,1.003187375,0.971264515,0.987225945,0.976135111,0.932532493,0.954333802,,
BRD-K52929242,CNC(=O)N1C[C@H]2C[C@@H]3[C@](CN(C)S3(=O)=O)(C1)O2,0.880907429,0.729549095,0.805228262,0.97571372,1.03732566,1.00651969,1.020443282,1.005588161,1.013015721,0.929939816,0.934002713,0.931971265,,
BRD-K82166619,CN(C)CCCNC(=O)C[C@H]1CC[C@H]2[C@@H](COC[C@@H](O)CN2C(=O)Nc2cc(cc(c2)Cl)Cl)O1,0.789324381,0.821147391,0.805235886,1.041610153,1.047042798,1.044326476,0.975762849,0.982614914,0.979188881,0.979598428,0.989967063,0.984782746,,
BRD-K36393946,C[C@H]1CN([C@H](C)CO)C(=O)c2cccc(c2O[C@H]1CN(C)Cc1ccccc1)NC(=O)C1CCOCC1,0.786739779,0.824073795,0.805406787,1.126818103,1.077951021,1.102384562,0.974992545,1.021680026,0.998336286,1.020792602,1.060277827,1.040535215,,
BRD-K22719554,C[C@H]1CCCCO[C@H](CN(C)C(=O)Nc2c(noc2C)C)[C@@H](C)CN([C@@H](C)CO)C(=O)c2cc(ccc2O1)NC(=O)Nc1c(noc1C)C,0.768609042,0.842297527,0.805453284,1.079951668,1.087282583,1.083617126,0.969255224,0.968007355,0.968631289,1.00616189,0.987252795,0.996707343,,
BRD-K36630182,COc1ccc(cc1)NC(=O)Nc1ccc2c(c1)C(=O)N(C[C@H](C)[C@H](CN(C)Cc1ccc(c(c1)Cl)Cl)OCCCC[C@H](C)O2)[C@H](C)CO,0.828831986,0.782086685,0.805459336,0.929793913,0.906676821,0.918235367,0.916354801,0.865030653,0.890692727,0.99741155,0.906908642,0.952160096,,
BRD-K02159117,CN(C)C(=O)c1cccc(c1)-c1cccc(c1)-c1nc(cc2c1[C@@H](CCO)N(C2)[S@](=O)C(C)(C)C)C(=O)N1CCCCC1,0.841573242,0.769383674,0.805478458,0.979335246,0.984795219,0.982065232,0.98205579,0.972441719,0.977248754,1.041307792,1.007316227,1.02431201,,
BRD-K15926864,C[C@@H]1CN([C@@H](C)CO)C(=O)Cc2cc(ccc2O[C@H]1CN(C)S(=O)(=O)C)NC(=O)Nc1ccccc1,0.817803892,0.793429336,0.805616614,1.087078797,1.070108162,1.078593479,0.969422585,0.972519849,0.970971217,1.00003446,1.039050995,1.019542728,,
BRD-K78430341,CCO[C@@H]1OC(=O)C[C@@H]1NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)c1ccc(c(c1)Cl)N)C(C)(C)C,0.778929028,0.832686453,0.805807741,1.017813432,1.01151904,1.014666236,0.895661492,0.985127445,0.940394469,1.031352569,1.057636834,1.044494702,,
BRD-K06064549,Oc1ccc(cc1)[C@@H]1N2[C@H]([C@H](C(=O)N3CCCCCCC3)[C@@]11C(=O)Nc3ccc(cc31)C#CC1(O)CCCCCC1)C(=O)O[C@H]([C@H]2c1ccccc1)c1ccccc1,0.726148483,0.885713929,0.805931206,1.027073077,1.181383529,1.104228303,1.015599264,1.013375685,1.014487475,1.033016142,1.050002399,1.041509271,,
BRD-K99850258,COc1ccc(cc1)S(=O)(=O)N(C)C[C@@H]1Oc2ncc(cc2C(=O)N(C[C@@H]1C)[C@H](C)CO)-c1ccc(cc1)F,0.748587544,0.863293343,0.805940444,1.10896091,1.033855375,1.071408143,0.993457883,0.912697108,0.953077496,0.981837308,1.044828709,1.013333009,,
CARBENOXOLONE SODIUM,CC1(C(=O)[O-])CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(OC(=O)CCC(=O)[O-])C(C)(C)C5CCC43C)C2C1.[Na+].[Na+],0.81557,0.79662,0.806095,1.109859024,1.04189607,1.075877547,0.982563759,1.008689813,0.995626786,0.993508652,0.989502006,0.991505329,,
BRD-K85393955,C[C@@H]1CN([C@@H](C)CO)C(=O)Cc2cc(ccc2O[C@@H]1CN(C)Cc1ccc(cc1)Oc1ccccc1)NC(=O)Nc1ccc2c(c1)OCO2,0.754115176,0.858179551,0.806147363,0.33736174,0.35558228,0.34647201,0.978363566,0.984518865,0.981441216,0.768547448,0.759647991,0.76409772,,
BRD-K58198058,COc1ccc2c3c([nH]c2c1)[C@@H](CO)N(C[C@]13CCN(CC1)CC1CCCCC1)C(=O)Nc1c(noc1C)C,0.812124549,0.800262373,0.806193461,0.985456666,0.942281345,0.963869006,0.995269886,0.973426887,0.984348386,1.050145727,1.043531336,1.046838532,,
BRD-K17206220,O[C@H]1COC[C@@H]2O[C@@H](CC[C@H]2N(C1)S(=O)(=O)c1cccc(c1)Cl)CC(=O)NCCCN1CCOCC1,0.79318973,0.819301689,0.806245709,0.94552026,0.989145013,0.967332637,0.980306674,0.964000565,0.972153619,1.030687952,1.009583154,1.020135553,,
BRD-K97025590,C[C@H]1CN([C@H](C)CO)C(=O)c2cccc(c2O[C@@H]1CN(C)Cc1ccc(cc1)-c1ccccc1)NC(=O)Nc1ccc(cc1)F,0.820190662,0.792316825,0.806253743,0.995367172,0.997094224,0.996230698,0.984767214,1.009073655,0.996920435,1.111193845,0.993259933,1.052226889,,
BRD-K90142896,C[C@H]1CN([C@H](C)CO)C(=O)c2cc(ccc2O[C@@H]1CN(C)S(=O)(=O)c1cn(cn1)C)NC(=O)Cc1ccccc1,0.821760691,0.790857124,0.806308908,1.033795845,1.090784314,1.06229008,1.008380531,0.97113275,0.989756641,1.021173651,0.973630993,0.997402322,,
BRD-K87911498,C[C@@H]1CN([C@@H](C)CO)S(=O)(=O)c2ccc(cc2O[C@H]1CN(C)C(=O)C1CCOCC1)C1=CCCC1,0.850917261,0.761710814,0.806314037,0.975306911,1.030803289,1.0030551,1.034517551,1.023564941,1.029041246,0.913100912,0.868806121,0.890953517,,
BRD-K30038014,C[C@H]1CN([C@@H](C)CO)C(=O)Cc2cc(ccc2O[C@@H]1CN(C)C(=O)Nc1ccc(cc1)C(F)(F)F)NS(=O)(=O)C,0.813108563,0.799543377,0.80632597,1.024051182,1.098341451,1.061196316,1.001178262,0.952923942,0.977051102,0.982866948,1.028478546,1.005672747,,
OLEANOLIC ACID,CC1(C)CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1,0.85085,0.76186,0.806355,1.054113506,0.998926468,1.026519987,1.019469233,0.980086432,0.999777833,1.187185019,0.67937103,0.933278025,,
BRD-K89925497,C[C@@H]1CCCCO[C@@H](CN(C)S(=O)(=O)c2cccs2)[C@@H](C)CN([C@@H](C)CO)C(=O)c2cc(ccc2O1)NS(=O)(=O)C,0.810334582,0.802711354,0.806522968,1.037132785,1.09888594,1.068009362,0.961014402,0.985452597,0.9732335,0.980555207,0.984845462,0.982700335,,
BRD-K28427681,C[C@@H]1CN([C@@H](C)CO)C(=O)c2cccc(c2O[C@@H]1CN(C)S(=O)(=O)c1ccc(cc1)F)NC(=O)c1cc(nn1C)C,0.828851979,0.784272478,0.806562228,1.052043518,1.044181051,1.048112284,0.981405316,0.988063322,0.984734319,0.930961717,1.002264498,0.966613108,,
BRD-K92321435,C[C@@H]1CN([C@@H](C)CO)C(=O)Cc2cc(ccc2O[C@H]1CN(C)C(=O)Nc1c(noc1C)C)NS(=O)(=O)C,0.792154509,0.821003812,0.806579161,1.050729526,1.014694973,1.032712249,0.984105593,1.019903062,1.002004327,1.024581983,0.998658325,1.011620154,,
BRD-K03243820,OC[C@H]1O[C@H](C[C@@H]1O)N1C=C(C(=O)NC1=O)C(F)(F)F,0.838330426,0.77490792,0.806619173,0.880961488,0.827965673,0.85446358,0.990948838,0.99901241,0.994980624,0.93055173,0.823797518,0.877174624,,
BRD-K41677132,C[C@H]1CCCCO[C@@H](CN(C)C(=O)Nc2ccccc2)[C@H](C)CN([C@H](C)CO)C(=O)c2cc(ccc2O1)NS(=O)(=O)c1ccc(cc1)F,0.78596629,0.827336318,0.806651304,0.969033637,0.406427867,0.687730752,0.99001967,0.99176016,0.990889915,1.019807807,1.012895937,1.016351872,,
BRD-K51764136,C[C@H]1CN([C@H](C)CO)C(=O)c2cccc(c2O[C@@H]1CN(C)S(=O)(=O)c1ccc(cc1)Cl)NC(=O)Nc1cccc2ccccc12,0.838335998,0.775096624,0.806716311,0.945657477,0.843108773,0.894383125,0.977849802,0.981670892,0.979760347,1.006272561,1.007423929,1.006848245,,
BRD-K96554826,OCCCOc1ccc(cc1)C1=N[C@](Cc2ccccc2N=[N+]=[N-])([C@H](O1)c1ccccc1N=[N+]=[N-])C(=O)NCCN1CCOCC1,0.85728049,0.756412438,0.806846464,0.98261536,0.991181768,0.986898564,0.984319616,0.98294408,0.983631848,0.979196756,0.998035062,0.988615909,,
BRD-K18368603,COc1ccc(cc1OC)C#Cc1cccc(c1)-c1nc(cc2c1[C@@H](CCO)N(C2)S(=O)C(C)(C)C)C(=O)N[C@@H]1CCN(C1)Cc1ccccc1,0.73134447,0.882583239,0.806963854,1.025569167,1.008878107,1.017223637,0.998593924,0.964273581,0.981433752,0.981687274,0.953691669,0.967689472,,
BRD-K48332509,C[C@@H]1CCCCO[C@H](CN(C)Cc2ccc(c(c2)Cl)Cl)[C@@H](C)CN([C@@H](C)CO)C(=O)c2cc(ccc2O1)NS(=O)(=O)c1ccc(cc1)F,0.659782029,0.954166217,0.806974123,1.012772565,1.030584787,1.021678676,0.624160133,0.423973992,0.524067062,1.000690572,1.072566158,1.036628365,,
BRD-K19761748,C[C@@H]1CN([C@@H](C)CO)C(=O)c2cc(ccc2O[C@H]1CN(C)S(=O)(=O)c1cn(cn1)C)NC(=O)Nc1ccccc1,0.787615252,0.826364759,0.806990006,1.056089988,1.031902789,1.043996389,0.997596765,0.983098063,0.990347414,1.007425314,1.00991586,1.008670587,,
BRD-K36966104,C[C@@H]1CN([C@@H](C)CO)C(=O)c2cc(ccc2O[C@@H]1CN(C)C(=O)NC1CCCCC1)NS(=O)(=O)C,0.810011611,0.803983374,0.806997493,0.965495931,0.984836931,0.975166431,1.028965835,0.913478322,0.971222078,0.915206601,0.937716301,0.926461451,,
BRD-K32105514,C[C@H]1CN([C@H](C)CO)C(=O)c2cccc(c2O[C@@H]1CN(C)C(=O)Nc1ccc2c(c1)OCO2)NC(=O)Nc1cccc2ccccc12,0.85548211,0.758611868,0.807046989,1.064920902,1.065960023,1.065440462,0.9791304,0.956428699,0.967779549,0.995340548,1.071435823,1.033388186,,
BRD-K94641297,C[C@H]1CCCCO[C@@H](CN(C)Cc2ccc(c(c2)Cl)Cl)[C@H](C)CN([C@H](C)CO)C(=O)c2cc(ccc2O1)NC(=O)c1ccncc1,0.694425044,0.919702197,0.807063621,1.020189661,0.979769602,0.999979631,1.009039295,0.997998432,1.003518863,0.940214793,1.027391442,0.983803118,,
BRD-K29547084,CC(C)(C)[S@@](=O)N1Cc2cc(nc(c2[C@H]1CCO)-c1cccc(c1)-c1ccc(cc1)C#N)C(=O)N1CCCCC1,0.811906566,0.802418286,0.807162426,1.013683509,1.006409453,1.010046481,1.033936884,1.006879426,1.020408155,1.01894201,1.040989537,1.029965774,,
BRD-K15225066,COC(=O)c1c2oc(c1C(=O)OC)C(=O)N[C@@H](Cc1ccccc1)Cn1cc(nn1)[C@@H](Cc1ccccc1)NC(=O)N[C@H](CO)CC2,0.771863516,0.842484778,0.807174147,1.018349057,1.020551972,1.019450514,1.031741453,1.005539082,1.018640268,0.960522677,1.041308135,1.000915406,,1.23025728
BRD-K09535682,Nc1nc2c(s1)CNCC2,0.773166909,0.841305595,0.807236252,1.02293121,0.997420598,1.010175904,1.013529275,1.014067542,1.013798409,1.075146863,1.001982973,1.038564918,,
BRD-K46493214,O=C1NS(=O)(=O)c2ccccc21,0.850187709,0.764563456,0.807375583,1.058177578,1.070991176,1.064584377,0.987791664,0.961112441,0.974452052,0.966938363,0.993130979,0.980034671,,
BRD-K46493214,O=C1NS(=O)(=O)c2ccccc21,0.850187709,0.764563456,0.807375583,1.058177578,1.070991176,1.064584377,0.987791664,0.961112441,0.974452052,0.966938363,0.993130979,0.980034671,,
BRD-K00003592,C[C@@H](O)[C@@H]1NC(=O)[C@@H]2CSSC[C@@H]3NC(=O)[C@@H](N)CSSC[C@H](NC(=O)[C@H](CSSC[C@H](NC(=O)CNC1=O)C(=O)N[C@@H](Cc1ccc(cc1)O)C(=O)O)NC(=O)[C@H](Cc1ccc(cc1)O)NC(=O)[C@H](CCC(=O)O)NC3=O)C(=O)N[C@@H](CC(=O)N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C)C(=O)N2,0.884224931,0.730568018,0.807396475,0.976211983,0.960219704,0.968215844,0.959955221,0.972629227,0.966292224,1.094066181,1.057043989,1.075555085,,
BRD-K55276668,Cc1ccc2[nH]c(cc2c1)C,1.031002197,0.583900948,0.807451572,0.905334862,1.007559047,0.956446955,0.973243668,0.957841141,0.965542404,1.020572413,1.042716575,1.031644494,,
BRD-K82805186,COc1ccc(cc1)NC(=O)N(C)C[C@H]1OCCCC[C@@H](C)Oc2ccc(cc2C(=O)N(C[C@@H]1C)[C@H](C)CO)NC(=O)Nc1ccc(cc1)C(F)(F)F,0.785619231,0.83001611,0.807817671,1.060667497,0.886370686,0.973519091,1.002466883,0.956826623,0.979646753,1.031685719,1.055313721,1.04349972,,
BRD-K70220446,CN1C(=O)N(C)c2ccc(cc2C1=O)S(=O)(=O)N1CCOCC1,0.800504161,0.815190318,0.807847239,1.049152859,1.015751206,1.032452032,0.958103535,0.99204449,0.975074012,0.974631922,1.007305222,0.990968572,,
BRD-K42578860,C[C@H]1CN([C@@H](C)CO)C(=O)CCCn2cc(nn2)CO[C@H]1CN(C)S(=O)(=O)c1ccccc1C#N,0.8745977,0.74112325,0.807860475,1.010883459,1.024224976,1.017554217,1.006344485,0.997149508,1.001746997,1.052189885,1.088404867,1.070297376,,
BRD-K91421793,Cc1sc2c(c1C)C(=S)N=CN2,0.853190683,0.762628385,0.807909534,0.951390972,1.02817816,0.989784566,1.002426863,0.969523489,0.985975176,1.031909179,0.937910477,0.984909828,,
BRD-K72256932,C[C@H]1CN([C@@H](C)CO)C(=O)Cc2cc(ccc2O[C@@H]1CN(C)Cc1ccc(cc1)C(=O)Nc1ccccc1N)NC(=O)Nc1ccc2c(c1)OCO2,0.779594946,0.836332007,0.807963477,1.076266917,1.052891296,1.064579107,0.981276765,0.964272602,0.972774684,1.000530866,1.017594354,1.00906261,,
BRD-K87923896,C[C@@H]1CN([C@H](C)CO)C(=O)c2cccc(c2O[C@H]1CN(C)Cc1ccc(cc1)Oc1ccccc1)NC(=O)C1CCOCC1,0.762305988,0.853842551,0.808074269,0.924830955,0.969371791,0.947101373,0.975903304,0.990914937,0.983409121,0.976247084,1.041798229,1.009022657,,
BRD-K89933249,COCCn1cc(cn1)N,0.822200409,0.794066392,0.8081334,1.019149414,0.985952327,1.002550871,0.985767784,0.981090038,0.983428911,1.054778491,1.092488124,1.073633308,,
NORGESTIMATE,C#CC1(OC(C)=O)CCC2C3CCC4=CC(=NO)CCC4C3CCC21CC,0.814,0.80231,0.808155,0.706167144,0.535823378,0.620995261,1.034841513,1.031535625,1.033188569,0.710692242,0.601015812,0.655854027,,
BRD-K63161005,COC(=O)[C@H](Cc1ccccc1)N(CC#C)[C@H](/C=C/C1CC1)[C@@H](O)CCn1cc(nn1)-c1ccc(s1)C(=O)NO,0.720818686,0.895517905,0.808168295,1.005032246,1.018939571,1.011985909,0.995184163,1.004282517,0.99973334,1.005605025,1.003240642,1.004422834,,
BRD-A11883507,Cn1cc(cn1)N1C[C@]2(CCN(CCO)C2)CC1=O,0.850386408,0.766026549,0.808206479,1.039586777,1.005731066,1.022658922,0.987929979,0.979924137,0.983927058,0.967650281,1.007691876,0.987671079,,
BRD-K22248154,CC(=O)NCCCC[C@@H]1NC(=O)[C@@H]2C[C@@H]([C@@H](N2C1=O)c1ccc(cc1)O)C(=O)NCCCCCCNC(=O)CS,0.850108942,0.76637013,0.808239536,1.086045386,1.009774924,1.047910155,0.980229715,0.987212205,0.98372096,1.030655034,1.025392149,1.028023592,,
BRD-K58616158,C[C@@H]1CN([C@@H](C)CO)C(=O)Cc2cc(ccc2O[C@@H]1CN(C)Cc1ccc(cc1)-c1ccccc1)NC(=O)Cc1ccccc1,0.809132886,0.80749573,0.808314308,0.841225356,0.816089303,0.828657329,1.029305091,1.031054777,1.030179934,0.926352866,0.924455048,0.925403957,,
BRD-K67804659,C[C@H]1CN([C@H](C)CO)C(=O)Cc2cc(ccc2O[C@@H]1CN(C)C(=O)Nc1cccc2ccccc12)NC(=O)Nc1ccccc1,0.795277002,0.821547482,0.808412242,0.984681853,1.014587985,0.999634919,0.870746727,0.905508072,0.8881274,1.073921307,1.023272078,1.048596693,,
BRD-K43154739,COc1ccc(cc1)S(=O)(=O)Nc1ccc2c(c1)C(=O)N(C[C@H](C)[C@H](CN(C)CC1CCCCC1)OCCCC[C@@H](C)O2)[C@H](C)CO,0.765331912,0.85169106,0.808511486,1.010359523,1.004544129,1.007451826,1.014620041,0.978429703,0.996524872,0.949393487,0.997357715,0.973375601,,
BRD-K50686911,C[C@@H]1CCCCO[C@@H](CN(C)CC2CC2)[C@H](C)CN([C@H](C)CO)C(=O)c2cc(ccc2O1)NC(=O)Nc1cccc2ccccc12,0.84856028,0.768827764,0.808694022,1.018618176,0.999682836,1.009150506,1.004597212,1.007812313,1.006204762,1.016527857,1.045955193,1.031241525,,
BRD-K89290170,C[C@@H]1CN([C@@H](C)CO)C(=O)CCCn2nncc2CO[C@H]1CN(C)S(=O)(=O)c1ccc2c(c1)OCCCO2,0.750514299,0.866878481,0.80869639,1.042601828,1.030327077,1.036464453,1.007203202,0.976277097,0.99174015,0.929161944,0.995258533,0.962210239,,
BRD-K30568002,CCCNC(=O)N1CC[C@]2(CC1)CN([C@H](CO)c1[nH]c3cc(ccc3c12)OC)C(=O)CN1CCOCC1,0.743555461,0.873917814,0.808736638,1.040907313,1.052016981,1.046462147,1.017360302,1.015896288,1.016628295,0.897367801,0.909955483,0.903661642,,
BRD-A30984645,CN1CCN(C)C(=O)[C@@H]1c1ccc(cc1)NC1=NC(=CN(C)C1=O)c1cccc(c1C)NC(=O)c1cc2c(s1)CCCC2,0.90376185,0.713854272,0.808808061,1.006169995,1.002758987,1.004464491,0.991948275,0.992364807,0.992156541,0.961601071,0.826355713,0.893978392,,
BRD-K65066005,C[C@H]1CN([C@@H](C)CO)C(=O)Cc2cc(ccc2O[C@H]1CN(C)Cc1ccc(cc1)C(F)(F)F)NC(=O)Nc1ccccc1,0.810049676,0.807621448,0.808835562,0.78463414,0.167070824,0.475852482,0.158546622,0.160323694,0.159435158,0.937033858,0.974678137,0.955855998,,
BRD-K85851391,C[C@@H]1CN([C@@H](C)CO)C(=O)Cc2cc(ccc2O[C@H]1CN(C)Cc1ccc(cc1)C(=O)Nc1ccccc1N)NC(=O)Cc1cn(c2ccccc12)C,0.724166411,0.893547141,0.808856776,0.914302955,1.016025758,0.965164356,0.996348521,0.954071965,0.975210243,0.908203415,0.962378028,0.935290722,,
BRD-K62541003,C[C@H]1CN([C@@H](C)CO)C(=O)c2cccc(c2O[C@@H]1CN(C)C(=O)Nc1ccc(cc1)F)NC(=O)Nc1cccc2ccccc12,0.851238145,0.766555983,0.808897064,1.058616537,1.02394064,1.041278589,1.013745897,0.993459002,1.003602449,1.065777909,0.994538564,1.030158237,,
BRD-K96539190,C[C@H]1CCCCO[C@H](CN(C)S(=O)(=O)C)[C@@H](C)CN([C@H](C)CO)C(=O)c2cc(ccc2O1)NC(=O)c1ccncc1,0.818105484,0.79969971,0.808902597,1.12057963,1.138838714,1.129709172,0.994372421,1.001769642,0.998071031,0.907173422,0.930392535,0.918782979,,
BRD-K55984191,C[C@@H]1[C@H]([C@H](CCO)O[C@@]11C(=O)N(CC=C)c2ccc(cc21)N1C(=O)c2cccc3cccc1c23)[Si](C)(C)F,0.826193767,0.79206369,0.809128729,0.973923222,0.931148647,0.952535934,0.994010201,0.988554047,0.991282124,1.050612774,0.991981941,1.021297358,,
BRD-K49260661,C[C@H]1CN([C@@H](C)CO)C(=O)Cc2cc(ccc2O[C@H]1CN(C)Cc1ccc(c(c1)Cl)Cl)NC(=O)Nc1ccc(cc1)F,0.807842252,0.810445571,0.809143912,0.095138594,0.088205738,0.091672166,0.358431645,0.309869205,0.334150425,1.008583602,0.53530615,0.771944876,,
BRD-K81274582,COc1ccc(cc1)NC(=O)Nc1ccc2c(c1)C(=O)N(C[C@H](C)[C@H](CN(C)C(=O)Nc1ccc(cc1)C(F)(F)F)O2)[C@@H](C)CO,0.829759563,0.788577826,0.809168694,0.946203664,0.89134502,0.918774342,1.007674589,0.973272152,0.99047337,1.037009542,0.96368589,1.000347716,,
BRD-K02921955,C[C@@H]1CCCCO[C@H](CN(C)Cc2ccncc2)[C@H](C)CN([C@@H](C)CO)C(=O)c2cc(ccc2O1)NC(=O)c1ccccc1,0.878693249,0.739687852,0.80919055,0.965342994,0.896061612,0.930702303,0.829347846,0.819626741,0.824487294,0.874080317,0.876340275,0.875210296,,
BRD-A64439481,CN[C@@H](C)Cc1cnccn1,0.847784959,0.770682723,0.809233841,0.97389694,0.982998559,0.97844775,1.021214698,1.008421765,1.014818231,0.927795433,0.964109461,0.945952447,,
BRD-K55739535,C[C@@H]1CN([C@@H](C)CO)C(=O)c2cccc(c2O[C@@H]1CN(C)S(=O)(=O)c1ccc(cc1)F)NC(=O)c1cnccn1,0.822959666,0.79565668,0.809308173,1.086395931,1.065536702,1.075966316,0.982981293,0.974603423,0.978792358,1.010709219,1.058849161,1.03477919,,
BRD-K89520282,C[C@@H]1CCCCO[C@H](CN(C)C(=O)Nc2cccc3ccccc23)[C@H](C)CN([C@@H](C)CO)C(=O)c2cc(ccc2O1)NC(=O)Nc1c(noc1C)C,0.789933955,0.82871181,0.809322882,1.011268488,1.021005119,1.016136804,1.016070763,1.006617533,1.011344148,1.024160143,0.984627604,1.004393874,,
BRD-K88964002,C[C@H]1CCCCO[C@H](CN(C)Cc2ccc3c(c2)OCO3)[C@@H](C)CN([C@H](C)CO)C(=O)c2cc(ccc2O1)NC(=O)Nc1ccc(cc1)C(F)(F)F,0.791772369,0.82696201,0.809367189,0.877826209,0.882369955,0.880098082,0.415738013,0.424203657,0.419970835,0.915984115,0.634928582,0.775456349,,
BRD-K41866979,C[C@@H]1CCCCO[C@@H](CN(C)S(=O)(=O)c2cn(cn2)C)[C@@H](C)CN([C@H](C)CO)C(=O)c2cc(ccc2O1)N(C)C,0.766177844,0.852646501,0.809412172,1.04607744,1.114276516,1.080176978,1.010405321,1.012543562,1.011474441,1.005768083,1.035221112,1.020494598,,
BRD-K68629645,CC(C)NC(=O)Nc1ccc2c(c1)CC(=O)N(C[C@@H](C)[C@@H](CN(C)S(=O)(=O)c1ccc(cc1)F)O2)[C@H](C)CO,0.85413982,0.764968833,0.809554326,1.045470226,1.044360941,1.044915583,0.985414734,0.99625178,0.990833257,0.958614304,1.047774415,1.00319436,,
BRD-K36490775,C[C@H]1CN([C@@H](C)CO)C(=O)Cc2cc(ccc2O[C@@H]1CN(C)C(=O)Nc1cccc2ccccc12)NS(=O)(=O)c1ccc(cc1)C,0.754151645,0.864994504,0.809573075,0.989954531,0.989442706,0.989698619,0.998152288,0.984075094,0.991113691,1.035664975,0.989189517,1.012427246,,
BRD-K01666936,OC(=O)C[C@](O)(CC(=O)O[Bi]1OC(=O)C[C@@](O)(CC(=O)O)C(=O)O1)C(=O)O,0.831345273,0.787952014,0.809648644,0.984657304,1.009418601,0.997037952,0.989711647,0.967560484,0.978636065,1.009405837,0.931718978,0.970562408,,
BRD-K49763675,C[C@H]1CN([C@@H](C)CO)C(=O)Cc2cc(ccc2O[C@H]1CN(C)Cc1ccc(cc1)C(=O)Nc1ccccc1N)NC(=O)Nc1ccc(cc1)F,0.827460978,0.792017306,0.809739142,0.788216624,0.779685766,0.783951195,0.912242998,0.886666783,0.899454891,0.771819127,0.791824211,0.781821669,,
BRD-K14363492,c1ccc2nc(ccc2c1)-c1cn[nH]c1,0.786375168,0.833138877,0.809757023,1.021625048,0.949699359,0.985662203,0.969295404,0.975715655,0.97250553,0.987494421,0.987361859,0.98742814,,
BRD-K21520694,CC(=O)NS(=O)(=O)c1ccc(cc1)N,0.824189334,0.795379095,0.809784214,1.004335015,1.011153854,1.007744435,1.085337364,1.087017655,1.086177509,0.963309106,0.972486112,0.967897609,,
BRD-K59280581,OC[C@H](O)[C@H](O)[C@@H](O)[C@@H](O)/C=N/NC(=O)c1ccccc1O,0.817013836,0.802656245,0.809835041,0.883165615,0.896629195,0.889897405,0.963497112,1.00711739,0.985307251,0.776423592,0.773101839,0.774762716,,
BRD-K55739623,C[C@@H]1CN([C@H](C)CO)C(=O)Cc2cc(ccc2O[C@H]1CN(C)Cc1ccccc1)NC(=O)Nc1ccc(cc1)C(F)(F)F,0.817051848,0.802667619,0.809859734,0.876005431,0.913133148,0.894569289,0.081897207,0.130993943,0.106445575,0.860944008,0.804379946,0.832661977,,
BRD-K39081703,C[C@@H]1CN([C@H](C)CO)C(=O)c2cccc(c2O[C@@H]1CN(C)C(=O)Nc1ccc(cc1)C(F)(F)F)NC(=O)Nc1ccccc1,0.817051848,0.802667619,0.809859734,0.97118739,0.939962494,0.955574942,0.994374633,1.002892267,0.99863345,0.9582597,1.048660042,1.003459871,,
BRD-K93001651,C[N+](C)(C)CCCCNC(=O)[C@H]1C[C@@H]2N([C@H]1c1cccc(c1)OCCO)C(=O)[C@@H]1CCCN1C2=O,0.855393225,0.764410104,0.809901664,0.91454014,0.819140098,0.866840119,0.989645727,0.996613428,0.993129577,1.018111651,0.997511713,1.007811682,,
BRD-K36358195,C[C@@H]1CN([C@@H](C)CO)C(=O)Cc2cc(ccc2O[C@H]1CN(C)C(=O)Nc1cccc2ccccc12)NC(=O)Nc1ccc(cc1)C(F)(F)F,0.778444057,0.841432655,0.809938356,1.052596147,1.031667575,1.042131861,1.005027133,1.009402907,1.00721502,0.948764395,0.949123871,0.948944133,,
BRD-A98777808,NC1=NC(=O)c2nc(n(c2N1)[C@H]1O[C@H]2COP(=O)(O)O[C@@H]2[C@@H]1O)Br,0.725520453,0.894363484,0.809941969,1.007358178,0.977826577,0.992592377,1.008265287,1.011376129,1.009820708,0.904419554,0.951928273,0.928173914,,
BRD-K11795212,C[C@H]1CN([C@@H](C)CO)C(=O)CCCn2cc(nn2)CO[C@H]1CN(C)S(=O)(=O)c1ccc(nc1)Oc1ccccc1,0.829449968,0.790488048,0.809969008,1.027997606,1.091412328,1.059704967,0.999976423,1.008507542,1.004241982,1.054372603,1.073425489,1.063899046,,
BRD-K15819326,CCN1C(C)(C)CC(CC1(C)C)Oc1ccc(nc1)C(=O)Nc1ccc(cc1)NC(=O)Nc1cc(on1)C(C)(C)C,0.592063567,1.027889842,0.809976704,0.812685281,0.587120518,0.699902899,0.193453723,0.184889159,0.189171441,0.081253449,0.175735868,0.128494659,,
